edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-00356,趑,次,走,走,16,14,0,0,367.75
EDGE-04377,戕,爿,戈,戈,16,14,0,0,353.0
EDGE-02197,裎,呈,衤,衣,16,14,0,0,350.875
EDGE-02918,訌,工,言,言,16,14,0,0,342.5625
EDGE-01527,祧,兆,示,示,16,14,0,0,330.0625
EDGE-04820,騖,敄,馬,馬,16,14,0,0,329.4375
EDGE-04827,蹂,柔,𧾷,足,16,14,0,0,311.75
EDGE-02445,俠,夾,亻,人,16,14,0,0,309.25
EDGE-05488,幕,莫,巾,巾,16,14,0,0,286.1875
EDGE-04334,駙,付,馬,馬,16,14,0,0,279.9375
EDGE-00770,勉,免,力,力,16,14,0,0,274.75
EDGE-03119,訐,干,言,言,16,14,0,0,273.75
EDGE-02498,呶,奴,口,口,16,14,0,0,256.875
EDGE-00932,拱,共,扌,手,16,14,0,0,251.375
EDGE-03509,掀,欣,扌,手,16,14,0,0,240.4375
EDGE-04524,涌,甬,氵,水,16,14,0,0,237.125
EDGE-01668,版,反,片,片,16,14,0,0,233.1875
EDGE-03667,裼,易,衤,衣,16,14,0,0,228.8125
EDGE-04519,湧,勇,氵,水,16,14,0,0,220.8125
EDGE-05026,騏,其,馬,馬,16,14,0,0,216.875
EDGE-00010,停,亭,亻,人,16,14,0,0,211.75
EDGE-04903,喁,禺,口,口,16,14,0,0,160.9375
EDGE-04486,晴,青,日,日,16,14,0,0,160.75
EDGE-02707,削,肖,刂,刀,16,14,0,0,156.75
EDGE-03512,祈,斤,礻,示,16,14,0,0,153.5625
EDGE-03005,閱,兌,門,門,16,14,0,0,115.75
EDGE-04270,箏,爭,竹,竹,16,14,0,0,108.875
EDGE-00623,酢,乍,酉,酉,16,14,0,0,94.625
EDGE-05734,鸚,嬰,鳥,鳥,16,14,0,0,80.0625
EDGE-00714,撿,僉,扌,手,16,14,0,0,44.5
EDGE-04989,熾,戠,火,火,16,14,0,0,17.875
EDGE-05790,闢,辟,門,門,16,14,0,0,-18.75
EDGE-01753,踞,居,𧾷,足,16,14,0,0,-31.75
EDGE-05731,瓔,嬰,王,玉,16,14,0,0,-44.1875
EDGE-00319,弛,也,弓,弓,16,14,0,0,-92.875
EDGE-00951,慾,欲,心,心,16,14,0,0,-106.5
EDGE-05735,罌,賏,缶,缶,16,14,0,0,-111.0
EDGE-02448,挾,夾,扌,手,16,14,0,0,-115.5
EDGE-03652,唱,昌,口,口,16,14,0,0,-118.8125
EDGE-04295,帔,皮,巾,巾,16,14,0,0,-123.4375
EDGE-05482,璞,菐,王,玉,16,14,0,0,-135.4375
EDGE-00400,唔,吾,口,口,16,14,0,0,-164.4375
EDGE-04714,蹬,登,𧾷,足,16,14,0,0,-288.25
EDGE-05794,辨,辡,刂,刀,16,13,0,0,1508.9375
EDGE-04868,踟,知,𧾷,足,16,13,0,0,1474.3125
EDGE-02869,順,川,頁,頁,16,13,0,0,1366.125
EDGE-01612,紘,厷,糸,糸,16,13,0,0,1315.625
EDGE-01031,搆,冓,扌,手,16,13,0,0,1264.875
EDGE-02177,個,固,亻,人,16,13,0,0,1176.4375
EDGE-04387,呀,牙,口,口,16,13,0,0,1159.75
EDGE-04671,泊,白,氵,水,16,13,0,0,1100.8125
EDGE-05202,恥,耳,心,心,16,13,0,0,1075.5
EDGE-03651,倡,昌,亻,人,16,13,0,0,1070.5625
EDGE-00045,丕,不,一,一,16,13,0,0,1034.0625
EDGE-01288,妁,勺,女,女,16,13,0,0,988.5625
EDGE-03410,偏,扁,亻,人,16,13,0,0,968.1875
EDGE-05683,鑾,䜌,金,金,16,13,0,0,938.5625
EDGE-04799,瞿,䀠,隹,隹,16,13,0,0,914.0
EDGE-06107,犒,高,牜,牛,16,13,0,0,909.25
EDGE-01601,唉,矣,口,口,16,13,0,0,854.5
EDGE-01956,祠,司,礻,示,16,13,0,0,835.3125
EDGE-06129,愧,鬼,忄,心,16,13,0,0,833.5625
EDGE-02074,殫,單,歹,歹,16,13,0,0,818.25
EDGE-00013,成,丁,戊,戊,16,13,0,0,773.1875
EDGE-01203,惻,則,忄,心,16,13,0,0,771.375
EDGE-01133,召,刀,口,口,16,13,0,0,770.5625
EDGE-05019,祺,其,礻,示,16,13,0,0,765.5625
EDGE-00505,摻,參,扌,手,16,13,0,0,761.8125
EDGE-02104,躁,喿,𧾷,足,16,13,0,0,758.0625
EDGE-05198,輯,咠,車,車,16,13,0,0,750.25
EDGE-04322,咐,付,口,口,16,13,0,0,726.9375
EDGE-03420,褊,扁,衤,衣,16,13,0,0,691.875
EDGE-05673,孿,䜌,子,子,16,13,0,0,682.1875
EDGE-01174,棼,分,林,林,16,13,0,0,676.5
EDGE-01478,裨,卑,衤,衣,16,13,0,0,675.9375
EDGE-05333,檻,監,木,木,16,13,0,0,674.3125
EDGE-02818,侍,寺,亻,人,16,13,0,0,673.1875
EDGE-05822,縱,從,糸,糸,16,13,0,0,648.875
EDGE-04358,攘,襄,扌,手,16,13,0,0,642.0625
EDGE-04465,湛,甚,氵,水,16,13,0,0,638.125
EDGE-02305,賃,任,貝,貝,16,13,0,0,634.875
EDGE-00780,倪,兒,亻,人,16,13,0,0,627.0
EDGE-01367,昵,尼,日,日,16,13,0,0,625.25
EDGE-03619,坦,旦,土,土,16,13,0,0,619.375
EDGE-03837,債,責,亻,人,16,13,0,0,617.3125
EDGE-01882,峇,合,山,山,16,13,0,0,599.1875
EDGE-04427,絃,玄,糸,糸,16,13,0,0,597.375
EDGE-01030,媾,冓,女,女,16,13,0,0,581.1875
EDGE-00929,供,共,亻,人,16,13,0,0,577.9375
EDGE-03926,賴,剌,貝,貝,16,13,0,0,572.3125
EDGE-00462,傚,效,亻,人,16,13,0,0,567.6875
EDGE-02837,嗤,蚩,口,口,16,13,0,0,555.875
EDGE-05334,濫,監,氵,水,16,13,0,0,552.4375
EDGE-03194,拭,式,扌,手,16,13,0,0,545.75
EDGE-00198,柱,主,木,木,16,13,0,0,543.25
EDGE-03584,儲,諸,亻,人,16,13,0,0,525.0625
EDGE-05750,促,足,亻,人,16,13,0,0,524.75
EDGE-01081,汎,凡,氵,水,16,13,0,0,523.5625
EDGE-02908,倥,空,亻,人,16,13,0,0,509.6875
EDGE-03736,鋃,良,釒,金,16,13,0,0,506.125
EDGE-05095,艤,義,舟,舟,16,13,0,0,498.625
EDGE-01189,頒,分,頁,頁,16,13,0,0,494.875
EDGE-00905,頌,公,頁,頁,16,13,0,0,487.3125
EDGE-04541,溥,尃,氵,水,16,13,0,0,487.25
EDGE-01928,擷,頡,扌,手,16,13,0,0,485.1875
EDGE-03644,混,昆,氵,水,16,13,0,0,477.3125
EDGE-00053,嚭,否,喜,喜,16,13,0,0,473.6875
EDGE-05471,警,敬,言,言,16,13,0,0,470.125
EDGE-00692,滄,倉,氵,水,16,13,0,0,464.875
EDGE-04271,諍,爭,言,言,16,13,0,0,459.4375
EDGE-02681,漿,將,水,水,16,13,0,0,457.75
EDGE-03007,沿,㕣,氵,水,16,13,0,0,455.3125
EDGE-00593,批,比,扌,手,16,13,0,0,454.0
EDGE-00626,伶,令,亻,人,16,13,0,0,446.875
EDGE-00954,裕,谷,衤,衣,16,13,0,0,441.1875
EDGE-05660,儋,詹,亻,人,16,13,0,0,439.875
EDGE-01640,恢,灰,忄,心,16,13,0,0,433.0625
EDGE-01186,貧,分,貝,貝,16,13,0,0,429.875
EDGE-02981,浚,夋,氵,水,16,13,0,0,429.5
EDGE-02633,倌,官,亻,人,16,13,0,0,422.6875
EDGE-05583,囑,屬,口,口,16,13,0,0,417.9375
EDGE-05798,辯,辡,言,言,16,13,0,0,410.125
EDGE-01386,訾,此,言,言,16,13,0,0,406.3125
EDGE-05011,撕,斯,扌,手,16,13,0,0,403.6875
EDGE-05164,凱,豈,几,几,16,13,0,0,398.625
EDGE-03222,拂,弗,扌,手,16,13,0,0,398.1875
EDGE-00675,悠,攸,心,心,16,13,0,0,395.9375
EDGE-04667,伯,白,亻,人,16,13,0,0,384.9375
EDGE-05211,囁,聶,口,口,16,13,0,0,379.3125
EDGE-01492,赴,卜,走,走,16,13,0,0,377.5625
EDGE-04272,錚,爭,釒,金,16,13,0,0,375.3125
EDGE-04554,浦,甫,氵,水,16,13,0,0,374.125
EDGE-01982,償,賞,亻,人,16,13,0,0,368.25
EDGE-01925,詰,吉,言,言,16,13,0,0,366.25
EDGE-03844,悚,束,忄,心,16,13,0,0,363.0625
EDGE-03611,羶,亶,羊,羊,16,13,0,0,359.5625
EDGE-01895,答,合,竹,竹,16,13,0,0,356.0
EDGE-02497,努,奴,力,力,16,13,0,0,354.875
EDGE-02402,忝,天,㣺,心,16,13,0,0,353.0625
EDGE-02252,彀,𣪊,弓,弓,16,13,0,0,349.1875
EDGE-03799,昧,未,日,日,16,13,0,0,341.1875
EDGE-06089,矯,喬,矢,矢,16,13,0,0,340.5625
EDGE-06039,悲,非,心,心,16,13,0,0,338.875
EDGE-04110,祗,氐,礻,示,16,13,0,0,338.625
EDGE-04539,搏,尃,扌,手,16,13,0,0,337.1875
EDGE-03630,徇,旬,彳,彳,16,13,0,0,329.75
EDGE-03738,嫚,曼,女,女,16,13,0,0,325.75
EDGE-04299,波,皮,氵,水,16,13,0,0,323.4375
EDGE-06038,悱,非,忄,心,16,13,0,0,321.125
EDGE-04359,曩,襄,日,日,16,13,0,0,311.6875
EDGE-04979,唁,言,口,口,16,13,0,0,306.75
EDGE-03450,妓,支,女,女,16,13,0,0,301.6875
EDGE-00559,衾,今,衣,衣,16,13,0,0,299.6875
EDGE-05803,振,辰,扌,手,16,13,0,0,291.875
EDGE-05786,襞,辟,衣,衣,16,13,0,0,275.875
EDGE-02836,蚩,㞢,虫,虫,16,13,0,0,272.375
EDGE-05813,溽,辱,氵,水,16,13,0,0,268.5625
EDGE-01213,珈,加,王,玉,16,13,0,0,265.75
EDGE-03589,賭,者,貝,貝,16,13,0,0,263.625
EDGE-05752,浞,足,氵,水,16,13,0,0,253.5
EDGE-02278,翹,堯,羽,羽,16,13,0,0,251.75
EDGE-04994,歆,音,欠,欠,16,13,0,0,248.0625
EDGE-04510,墉,庸,土,土,16,13,0,0,246.875
EDGE-05810,賑,辰,貝,貝,16,13,0,0,238.125
EDGE-00747,沅,元,氵,水,16,13,0,0,237.1875
EDGE-03015,怠,台,心,心,16,13,0,0,233.75
EDGE-01589,弘,厶,弓,弓,16,13,0,0,233.25
EDGE-00995,冒,冃,目,目,16,13,0,0,231.3125
EDGE-02504,拏,奴,手,手,16,13,0,0,224.0625
EDGE-03349,哦,我,口,口,16,13,0,0,222.25
EDGE-03081,諒,京,言,言,16,13,0,0,220.75
EDGE-03911,渫,枼,氵,水,16,13,0,0,200.625
EDGE-02257,觳,𣪊,角,角,16,13,0,0,197.375
EDGE-04706,嶝,登,山,山,16,13,0,0,192.4375
EDGE-05791,霹,辟,雨,雨,16,13,0,0,179.125
EDGE-01010,禍,咼,礻,示,16,13,0,0,174.25
EDGE-05665,瞻,詹,目,目,16,13,0,0,169.625
EDGE-00615,柞,乍,木,木,16,13,0,0,168.9375
EDGE-01351,訛,化,言,言,16,13,0,0,163.9375
EDGE-03865,僮,童,亻,人,16,13,0,0,155.0625
EDGE-03941,鍊,柬,釒,金,16,13,0,0,133.6875
EDGE-00853,筌,全,竹,竹,16,13,0,0,129.75
EDGE-04528,誦,甬,言,言,16,13,0,0,129.1875
EDGE-02447,峽,夾,山,山,16,13,0,0,115.6875
EDGE-04574,呷,甲,口,口,16,13,0,0,112.0625
EDGE-02615,駝,它,馬,馬,16,13,0,0,100.8125
EDGE-02329,衽,壬,衤,衣,16,13,0,0,100.1875
EDGE-03984,礫,樂,石,石,16,13,0,0,98.875
EDGE-01485,鼙,卑,鼓,鼓,16,13,0,0,97.9375
EDGE-01498,沾,占,氵,水,16,13,0,0,90.0
EDGE-01791,坷,可,土,土,16,13,0,0,85.875
EDGE-04480,牲,生,牜,牛,16,13,0,0,79.375
EDGE-01068,瞑,冥,目,目,16,13,0,0,78.3125
EDGE-00621,詐,乍,言,言,16,13,0,0,56.0
EDGE-03113,玕,干,王,玉,16,13,0,0,43.3125
EDGE-03620,妲,旦,女,女,16,13,0,0,-60.3125
EDGE-06050,誹,非,言,言,16,13,0,0,-60.375
EDGE-00543,唸,念,口,口,16,13,0,0,-99.9375
EDGE-05865,燠,奧,火,火,16,13,0,0,-103.75
EDGE-00915,犢,𧶠,牜,牛,16,13,0,0,-152.875
EDGE-01434,驅,區,馬,馬,16,13,0,0,-156.75
EDGE-01146,超,召,走,走,16,13,0,0,-221.4375
EDGE-03884,淋,林,氵,水,16,13,0,0,-267.25
EDGE-03892,霖,林,雨,雨,16,13,0,0,-298.0625
EDGE-04575,岬,甲,山,山,16,13,0,0,-364.875
EDGE-00086,姐,且,女,女,16,13,0,0,-490.0
EDGE-05097,議,義,言,言,16,13,0,0,-517.4375
EDGE-05968,帷,隹,巾,巾,16,13,0,0,-529.0625
EDGE-00006,穢,歲,禾,禾,16,12,0,0,2061.0625
EDGE-05793,辦,辡,力,力,16,12,0,0,1650.4375
EDGE-03544,傍,旁,亻,人,16,12,0,0,1211.25
EDGE-01118,咄,出,口,口,16,12,0,0,1176.5
EDGE-00672,倏,攸,犬,犬,16,12,0,0,1069.3125
EDGE-01228,泐,阞,氵,水,16,12,0,0,1036.875
EDGE-00768,俛,免,亻,人,16,12,0,0,912.25
EDGE-02467,換,奐,扌,手,16,12,0,0,905.1875
EDGE-03426,失,手,乙,乙,16,12,0,0,882.8125
EDGE-00866,揄,兪,扌,手,16,12,0,0,873.375
EDGE-04061,繁,敏,糸,糸,16,12,0,0,861.4375
EDGE-04462,戡,甚,戈,戈,16,12,0,0,845.375
EDGE-03101,奸,干,女,女,16,12,0,0,835.1875
EDGE-00293,縋,追,糸,糸,16,12,0,0,824.0
EDGE-02045,撼,感,扌,手,16,12,0,0,773.1875
EDGE-04831,懋,楙,心,心,16,12,0,0,772.625
EDGE-01262,句,勹,口,口,16,12,0,0,735.0
EDGE-00199,注,主,氵,水,16,12,0,0,700.25
EDGE-02367,蜿,宛,虫,虫,16,12,0,0,688.8125
EDGE-02200,酲,呈,酉,酉,16,12,0,0,688.1875
EDGE-01457,畔,半,田,田,16,12,0,0,681.6875
EDGE-02323,頸,巠,頁,頁,16,12,0,0,650.875
EDGE-01528,窕,兆,穴,穴,16,12,0,0,620.3125
EDGE-05212,懾,聶,忄,心,16,12,0,0,607.8125
EDGE-00349,恣,次,心,心,16,12,0,0,606.25
EDGE-01518,姚,兆,女,女,16,12,0,0,586.4375
EDGE-00997,媢,冒,女,女,16,12,0,0,579.0
EDGE-05910,俚,里,亻,人,16,12,0,0,578.875
EDGE-03143,拗,幼,扌,手,16,12,0,0,577.4375
EDGE-02891,臘,巤,肉,肉,16,12,0,0,547.25
EDGE-03028,貽,台,貝,貝,16,12,0,0,531.6875
EDGE-03674,揚,昜,扌,手,16,12,0,0,529.375
EDGE-01026,猾,骨,犭,犬,16,12,0,0,527.4375
EDGE-00159,契,㓞,大,大,16,12,0,0,521.8125
EDGE-04075,纔,毚,糸,糸,16,12,0,0,520.9375
EDGE-02072,撣,單,扌,手,16,12,0,0,515.4375
EDGE-04560,輔,甫,車,車,16,12,0,0,515.25
EDGE-02373,侈,多,亻,人,16,12,0,0,501.1875
EDGE-05272,贏,𣎆,貝,貝,16,12,0,0,490.0
EDGE-04321,付,父,亻,人,16,12,0,0,488.1875
EDGE-05911,哩,里,口,口,16,12,0,0,482.3125
EDGE-01761,祜,古,礻,示,16,12,0,0,478.5625
EDGE-00387,紜,云,糸,糸,16,12,0,0,475.75
EDGE-04829,鞣,柔,革,革,16,12,0,0,475.6875
EDGE-04508,庸,用,庚,庚,16,12,0,0,474.8125
EDGE-00442,伉,亢,亻,人,16,12,0,0,469.25
EDGE-00708,儉,僉,亻,人,16,12,0,0,465.6875
EDGE-05335,籃,監,竹,竹,16,12,0,0,451.8125
EDGE-02854,溯,朔,氵,水,16,12,0,0,449.375
EDGE-00337,豫,予,象,象,16,12,0,0,446.1875
EDGE-04287,諼,爰,言,言,16,12,0,0,428.75
EDGE-00807,偈,曷,亻,人,16,12,0,0,424.8125
EDGE-03664,惕,易,忄,心,16,12,0,0,407.5625
EDGE-01845,賂,各,貝,貝,16,12,0,0,406.5
EDGE-00062,賓,𡧍,貝,貝,16,12,0,0,389.8125
EDGE-04495,靖,青,立,立,16,12,0,0,388.375
EDGE-03440,軼,失,車,車,16,12,0,0,386.0625
EDGE-06066,璋,章,王,玉,16,12,0,0,376.5625
EDGE-04485,情,青,忄,心,16,12,0,1,370.25
EDGE-01366,怩,尼,忄,心,16,12,0,0,364.875
EDGE-05593,躅,蜀,𧾷,足,16,12,0,0,363.8125
EDGE-02084,闡,單,門,門,16,12,0,0,363.375
EDGE-03547,膀,旁,肉,肉,16,12,0,0,361.9375
EDGE-02939,詎,巨,言,言,16,12,0,0,359.375
EDGE-01047,蹣,㒼,𧾷,足,16,12,0,0,359.25
EDGE-02196,程,呈,禾,禾,16,12,0,0,357.375
EDGE-01756,怙,古,忄,心,16,12,0,0,352.375
EDGE-04327,拊,付,扌,手,16,12,0,0,350.75
EDGE-05771,僻,辟,亻,人,16,12,0,0,342.6875
EDGE-05367,滔,舀,氵,水,16,12,0,0,317.5
EDGE-04578,狎,甲,犭,犬,16,12,0,0,315.4375
EDGE-05253,狷,肙,犭,犬,16,12,0,0,288.25
EDGE-06178,壟,龍,土,土,16,12,0,0,287.875
EDGE-02310,徑,巠,彳,彳,16,12,0,0,287.3125
EDGE-01660,趿,及,𧾷,足,16,12,0,0,274.375
EDGE-03615,饘,亶,飠,食,16,12,0,0,274.25
EDGE-03160,鍍,度,釒,金,16,12,0,0,271.9375
EDGE-04078,鑱,毚,釒,金,16,12,0,0,271.125
EDGE-02956,跽,忌,𧾷,足,16,12,0,0,268.375
EDGE-00490,閡,亥,門,門,16,12,0,0,264.125
EDGE-05871,番,釆,田,田,16,12,0,0,261.5625
EDGE-02959,紀,己,糸,糸,16,12,0,0,256.3125
EDGE-05345,諂,臽,言,言,16,12,0,0,254.9375
EDGE-05016,欺,其,欠,欠,16,12,0,0,252.125
EDGE-01410,淖,卓,氵,水,16,12,0,0,247.375
EDGE-03538,坊,方,土,土,16,12,0,0,247.3125
EDGE-01212,枷,加,木,木,16,12,0,0,242.0625
EDGE-01215,笳,加,竹,竹,16,12,0,0,241.375
EDGE-04679,粕,白,米,米,16,12,0,0,234.25
EDGE-02662,聹,寧,耳,耳,16,12,0,0,228.375
EDGE-01513,黏,占,黍,黍,16,12,0,0,227.875
EDGE-05927,悵,長,忄,心,16,12,0,0,226.3125
EDGE-03935,揀,柬,扌,手,16,12,0,0,225.9375
EDGE-03959,摩,麻,手,手,16,12,0,0,222.3125
EDGE-01857,擱,閣,扌,手,16,12,0,0,212.625
EDGE-03366,淺,戔,氵,水,16,12,0,0,209.1875
EDGE-03626,靼,旦,革,革,16,12,0,0,205.6875
EDGE-00749,翫,元,習,習,16,12,0,0,191.5
EDGE-03840,磧,責,石,石,16,12,0,0,186.4375
EDGE-00067,殯,賓,歹,歹,16,12,0,0,184.75
EDGE-01690,掇,叕,扌,手,16,12,0,0,182.875
EDGE-02194,呈,𡈼,口,口,16,12,0,0,179.9375
EDGE-02427,泱,央,氵,水,16,12,0,0,175.3125
EDGE-05531,勤,堇,力,力,16,12,0,0,174.375
EDGE-00637,蛉,令,虫,虫,16,12,0,0,172.1875
EDGE-04378,臧,戕,臣,臣,16,12,0,0,171.6875
EDGE-01140,紹,召,糸,糸,16,12,0,0,166.0
EDGE-01793,倚,奇,亻,人,16,12,0,0,162.6875
EDGE-02875,輜,甾,車,車,16,12,0,0,159.5625
EDGE-00682,脩,攸,肉,肉,16,12,0,0,157.75
EDGE-03888,噤,禁,口,口,16,12,0,0,154.5625
EDGE-02974,唆,夋,口,口,16,12,0,0,152.75
EDGE-01902,搭,荅,扌,手,16,12,0,0,150.6875
EDGE-04880,跖,石,𧾷,足,16,12,0,0,145.3125
EDGE-05937,聞,門,耳,耳,16,12,0,0,143.6875
EDGE-05681,臠,䜌,肉,肉,16,12,0,0,143.1875
EDGE-05241,謠,䍃,言,言,16,12,0,0,140.5
EDGE-01396,傾,頃,亻,人,16,12,0,0,138.0
EDGE-00134,秤,平,禾,禾,16,12,0,0,124.625
EDGE-02669,忖,寸,忄,心,16,12,0,0,123.0
EDGE-01963,瞠,堂,目,目,16,12,0,0,119.0
EDGE-02049,緘,咸,糸,糸,16,12,0,0,90.9375
EDGE-05450,縐,芻,糸,糸,16,12,0,0,85.875
EDGE-00571,銜,金,行,行,16,12,0,0,68.5625
EDGE-03618,但,旦,亻,人,16,12,0,0,64.8125
EDGE-03322,憶,意,忄,心,16,12,0,0,64.5625
EDGE-06062,嶂,章,山,山,16,12,0,0,62.8125
EDGE-04406,跋,犮,𧾷,足,16,12,0,0,56.6875
EDGE-03822,洙,朱,氵,水,16,12,0,0,49.4375
EDGE-00551,矜,今,矛,矛,16,12,0,0,41.125
EDGE-02897,仝,工,人,人,16,12,0,0,34.9375
EDGE-01255,袍,包,衤,衣,16,12,0,0,27.1875
EDGE-01548,舳,由,舟,舟,16,12,0,0,26.0
EDGE-00878,覦,兪,見,見,16,12,0,0,17.6875
EDGE-04532,哺,甫,口,口,16,12,0,0,8.25
EDGE-04631,壘,畾,土,土,16,12,0,0,-0.5
EDGE-05792,瓣,辡,瓜,瓜,16,12,0,0,-9.1875
EDGE-06207,惦,店,忄,心,16,12,0,0,-12.5625
EDGE-00239,蜒,延,虫,虫,16,12,0,0,-13.9375
EDGE-01746,居,古,尸,尸,16,12,0,0,-14.875
EDGE-03102,扞,干,扌,手,16,12,0,0,-16.9375
EDGE-02229,娃,圭,女,女,16,12,0,0,-36.5625
EDGE-00680,筱,攸,竹,竹,16,12,0,0,-37.0
EDGE-00406,晤,吾,日,日,16,12,0,0,-57.0
EDGE-04300,婆,波,女,女,16,12,0,0,-57.6875
EDGE-00881,輸,兪,車,車,16,12,0,0,-64.9375
EDGE-02745,槭,戚,木,木,16,12,0,0,-71.75
EDGE-02450,浹,夾,氵,水,16,12,0,0,-113.3125
EDGE-04924,籬,離,竹,竹,16,12,0,0,-118.1875
EDGE-02288,驍,堯,馬,馬,16,12,0,0,-133.9375
EDGE-03195,試,式,言,言,16,12,0,0,-152.0
EDGE-01975,當,尚,田,田,16,12,0,0,-153.6875
EDGE-00949,峪,谷,山,山,16,12,0,0,-170.875
EDGE-00019,打,丁,扌,手,16,12,0,0,-190.625
EDGE-05777,擘,辟,手,手,16,12,0,0,-209.0
EDGE-03726,浪,良,氵,水,16,12,0,0,-217.25
EDGE-05394,斜,余,斗,斗,16,12,0,0,-234.125
EDGE-02545,摟,婁,扌,手,16,12,0,0,-237.3125
EDGE-01688,啜,叕,口,口,16,12,0,0,-244.9375
EDGE-02222,褂,卦,衤,衣,16,12,0,0,-289.75
EDGE-03771,劊,會,刂,刀,16,12,0,0,-302.0625
EDGE-02273,澆,堯,氵,水,16,12,0,0,-309.3125
EDGE-01938,筒,同,竹,竹,16,12,0,0,-310.0625
EDGE-03115,竿,干,竹,竹,16,12,0,1,-314.5625
EDGE-03662,剔,易,刂,刀,16,12,0,0,-332.125
EDGE-05879,燔,番,火,火,16,12,0,0,-338.75
EDGE-01468,牌,卑,片,片,16,12,0,0,-365.4375
EDGE-00827,褐,曷,衤,衣,16,12,0,0,-370.5625
EDGE-03236,睇,弟,目,目,16,12,0,0,-388.125
EDGE-00168,潔,絜,氵,水,16,12,0,0,-410.875
EDGE-05449,皺,芻,皮,皮,16,12,0,0,-572.5
EDGE-01497,拈,占,扌,手,16,12,0,0,-584.4375
EDGE-00784,睨,兒,目,目,16,12,0,0,-605.5625
EDGE-00161,喫,契,口,口,16,12,0,0,-718.1875
EDGE-04062,晦,毎,日,日,16,11,0,0,1361.125
EDGE-01339,諢,軍,言,言,16,11,0,0,775.125
EDGE-02813,鈍,屯,釒,金,16,11,0,0,767.875
EDGE-00471,較,交,車,車,16,11,0,0,738.875
EDGE-02043,感,咸,心,心,16,11,0,0,693.9375
EDGE-04675,佰,百,亻,人,16,11,0,0,679.0
EDGE-00131,枰,平,木,木,16,11,0,0,677.6875
EDGE-03340,嘰,幾,口,口,16,11,0,0,670.375
EDGE-03197,忒,弋,心,心,16,11,0,0,622.875
EDGE-05709,噱,豦,口,口,16,11,0,0,604.5625
EDGE-05146,躍,翟,𧾷,足,16,11,0,0,590.5625
EDGE-05530,僅,堇,亻,人,16,11,0,0,569.5
EDGE-02870,馴,川,馬,馬,16,11,0,0,550.4375
EDGE-00012,叮,丁,口,口,16,11,0,0,541.4375
EDGE-03747,謾,曼,言,言,16,11,0,0,537.0
EDGE-00537,頷,含,頁,頁,16,11,0,0,532.8125
EDGE-04564,鋪,甫,釒,金,16,11,0,0,530.6875
EDGE-02115,偉,韋,亻,人,16,11,0,0,512.625
EDGE-01243,匏,包,夸,夸,16,11,0,0,503.0625
EDGE-04425,炫,玄,火,火,16,11,0,0,502.9375
EDGE-02285,鐃,堯,釒,金,16,11,0,0,501.5
EDGE-06065,漳,章,氵,水,16,11,0,0,488.75
EDGE-00430,齋,齊,示,示,16,11,0,0,478.5
EDGE-05188,顓,耑,頁,頁,16,11,0,0,474.9375
EDGE-00156,沖,中,氵,水,16,11,0,0,474.6875
EDGE-00414,齬,吾,齒,齒,16,11,0,0,443.0625
EDGE-04659,蹶,厥,𧾷,足,16,11,0,0,441.0625
EDGE-01244,咆,包,口,口,16,11,0,0,438.0
EDGE-00630,玲,令,王,玉,16,11,0,0,437.5
EDGE-05814,縟,辱,糸,糸,16,11,0,0,429.6875
EDGE-01171,扮,分,扌,手,16,11,0,0,427.5625
EDGE-01388,雌,此,隹,隹,16,11,0,0,424.75
EDGE-05485,募,莫,力,力,16,11,0,0,407.5625
EDGE-05964,摧,崔,扌,手,16,11,0,0,407.375
EDGE-01888,恰,合,忄,心,16,11,0,0,402.0
EDGE-01046,瞞,㒼,目,目,16,11,0,0,400.0625
EDGE-01521,晁,兆,日,日,16,11,0,0,391.5
EDGE-03539,妨,方,女,女,16,11,0,0,391.4375
EDGE-01935,恫,同,忄,心,16,11,0,0,384.5625
EDGE-01747,倨,居,亻,人,16,11,0,0,383.5
EDGE-01620,祐,右,礻,示,16,11,0,0,383.1875
EDGE-03896,祼,果,礻,示,16,11,0,0,375.4375
EDGE-04633,纍,畾,糸,糸,16,11,0,0,374.6875
EDGE-03566,奢,者,大,大,16,11,0,0,367.25
EDGE-01328,暈,軍,日,日,16,11,0,0,362.8125
EDGE-02001,酷,告,酉,酉,16,11,0,0,356.25
EDGE-04489,精,青,米,米,16,11,0,0,348.75
EDGE-00027,訂,丁,言,言,16,11,0,0,348.6875
EDGE-05970,推,隹,扌,手,16,11,0,0,347.75
EDGE-04438,呱,瓜,口,口,16,11,0,0,340.5
EDGE-01302,釣,勺,釒,金,16,11,0,0,338.5
EDGE-01987,讜,黨,言,言,16,11,0,0,334.5
EDGE-03916,諜,枼,言,言,16,11,0,0,322.375
EDGE-02732,叔,尗,又,又,16,11,0,0,320.75
EDGE-04926,魑,离,鬼,鬼,16,11,0,0,317.25
EDGE-00028,酊,丁,酉,酉,16,11,0,0,311.5625
EDGE-00065,擯,賓,扌,手,16,11,0,0,311.125
EDGE-04576,押,甲,扌,手,16,11,0,0,302.5625
EDGE-04747,慍,𥁕,忄,心,16,11,0,0,300.125
EDGE-02130,殞,員,歹,歹,16,11,0,0,295.3125
EDGE-00492,頦,亥,頁,頁,16,11,0,0,294.875
EDGE-00009,亭,丁,高,高,16,11,0,0,292.875
