edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-01766,葫,胡,艹,艸,8,4,0,0,-143.125
EDGE-04281,楥,爰,木,木,8,4,0,0,-149.875
EDGE-03929,瀨,賴,氵,水,16,4,0,0,-150.0625
EDGE-01972,氅,敞,毛,毛,16,4,0,0,-151.625
EDGE-00659,賚,來,貝,貝,8,4,0,0,-156.0
EDGE-05372,嶼,與,山,山,16,4,0,0,-174.25
EDGE-00390,雲,云,雨,雨,16,4,0,0,-176.6875
EDGE-06032,榧,匪,木,木,16,4,0,0,-184.625
EDGE-02965,戺,巳,戶,戶,8,4,0,0,-186.0
EDGE-03491,紋,文,糸,糸,16,4,0,0,-187.5
EDGE-03800,沬,未,氵,水,8,4,0,0,-188.5
EDGE-02155,恩,因,心,心,8,4,0,0,-191.0
EDGE-04453,泔,甘,氵,水,8,4,0,0,-192.75
EDGE-04380,藏,臧,艹,艸,8,4,0,0,-193.875
EDGE-02744,摵,戚,扌,手,8,4,0,0,-194.25
EDGE-01708,菆,取,艹,艸,8,4,0,0,-194.875
EDGE-03969,梩,里,木,木,8,4,0,0,-197.625
EDGE-02393,釱,大,釒,金,8,4,0,0,-198.25
EDGE-00470,蛟,交,虫,虫,16,4,0,0,-200.375
EDGE-05314,胵,至,肉,肉,8,4,0,0,-203.375
EDGE-04128,氣,气,米,米,8,4,0,0,-205.875
EDGE-05832,鰱,連,魚,魚,16,4,0,0,-210.0
EDGE-06196,楸,秋,木,木,8,4,0,0,-215.0
EDGE-05862,薁,奧,艹,艸,8,4,0,0,-217.5
EDGE-00303,仇,九,亻,人,16,4,0,0,-219.1875
EDGE-01782,胑,只,肉,肉,8,4,0,0,-223.0
EDGE-05106,搨,𦐇,扌,手,8,4,0,0,-224.5
EDGE-03962,縻,麻,糸,糸,8,4,0,0,-225.0
EDGE-05440,濆,賁,氵,水,8,4,0,0,-228.0
EDGE-02937,苣,巨,艹,艸,8,4,0,0,-234.0
EDGE-00609,筰,作,竹,竹,8,4,0,0,-234.25
EDGE-00578,妎,介,女,女,8,4,0,0,-235.0
EDGE-04245,薰,熏,艹,艸,8,4,0,0,-235.625
EDGE-00558,芩,今,艹,艸,8,4,0,0,-236.0
EDGE-05352,斞,臾,斗,斗,8,4,0,0,-237.625
EDGE-05710,據,豦,扌,手,16,4,0,0,-238.6875
EDGE-02295,囈,藝,口,口,8,4,0,0,-239.75
EDGE-04284,瑗,爰,王,玉,16,4,0,0,-244.125
EDGE-03806,茉,末,艹,艸,8,4,0,0,-245.875
EDGE-05222,藎,盡,艹,艸,8,4,0,0,-253.625
EDGE-05625,萃,卒,艹,艸,8,4,0,0,-255.0
EDGE-04502,笙,生,竹,竹,16,4,0,0,-257.25
EDGE-05651,桷,角,木,木,8,4,0,0,-258.625
EDGE-02454,莢,夾,艹,艸,8,4,0,0,-261.875
EDGE-00658,萊,來,艹,艸,8,4,0,0,-268.625
EDGE-05699,椓,豖,木,木,8,4,0,0,-270.25
EDGE-02532,綏,妥,糸,糸,8,4,0,0,-271.875
EDGE-03343,磯,幾,石,石,16,4,0,0,-275.75
EDGE-00957,鋊,谷,釒,金,8,4,0,0,-278.25
EDGE-01061,黕,冘,黑,黑,8,4,0,0,-280.625
EDGE-02685,鏘,將,釒,金,16,4,0,0,-283.0
EDGE-02408,芙,夫,艹,艸,8,4,0,0,-285.375
EDGE-01182,羒,分,羊,羊,8,4,0,0,-287.125
EDGE-02548,樓,婁,木,木,16,4,0,0,-288.4375
EDGE-05979,脽,隹,肉,肉,8,4,0,0,-291.75
EDGE-01606,涘,矣,氵,水,8,4,0,0,-292.25
EDGE-01634,洧,有,氵,水,8,4,0,0,-292.5
EDGE-04182,簧,黃,竹,竹,16,4,0,0,-298.0
EDGE-02112,轖,嗇,車,車,8,4,0,0,-298.875
EDGE-02337,饐,壹,飠,食,8,4,0,0,-302.375
EDGE-02626,悰,宗,忄,心,8,4,0,0,-312.0
EDGE-06159,纚,麗,糸,糸,8,4,0,0,-322.875
EDGE-03827,誅,朱,言,言,16,4,0,0,-325.5625
EDGE-05555,櫨,盧,木,木,8,4,0,0,-328.25
EDGE-01995,皓,告,白,白,16,4,0,0,-328.875
EDGE-03045,耙,巴,耒,耒,16,4,0,1,-333.75
EDGE-06201,瀹,龠,氵,水,8,4,0,0,-335.875
EDGE-01519,挑,兆,扌,手,16,4,0,0,-338.5625
EDGE-00945,熔,容,火,火,16,4,0,0,-343.6875
EDGE-03612,膻,亶,肉,肉,8,4,0,0,-348.75
EDGE-04913,顒,禺,頁,頁,8,4,0,0,-349.125
EDGE-04181,磺,黃,石,石,16,4,0,0,-355.3125
EDGE-01872,罐,雚,缶,缶,16,4,0,1,-358.125
EDGE-00357,餈,次,食,食,8,4,0,0,-362.375
EDGE-04366,饟,襄,飠,食,8,4,0,0,-364.875
EDGE-01177,汾,分,氵,水,16,4,0,0,-365.375
EDGE-05504,鏌,莫,釒,金,8,4,0,0,-366.375
EDGE-05304,垤,至,土,土,8,4,0,0,-367.0
EDGE-02825,塒,時,土,土,8,4,0,0,-369.5
EDGE-01323,鞠,匊,革,革,8,4,0,0,-372.5
EDGE-01216,茄,加,艹,艸,8,4,0,0,-376.375
EDGE-04676,怕,百,忄,心,16,4,0,0,-384.6875
EDGE-05297,篁,皇,竹,竹,16,4,0,0,-386.5
EDGE-03105,旱,干,日,日,16,4,0,0,-390.75
EDGE-01681,抉,夬,扌,手,8,4,0,0,-396.75
EDGE-05711,璩,豦,王,玉,16,4,0,0,-397.5
EDGE-04629,麠,畺,鹿,鹿,8,4,0,0,-402.625
EDGE-04567,黼,甫,黹,黹,16,4,0,0,-406.0625
EDGE-03378,國,或,囗,囗,8,4,0,0,-410.5
EDGE-05558,膚,盧,肉,肉,16,4,0,0,-412.5
EDGE-04445,狐,瓜,犭,犬,16,4,0,0,-416.375
EDGE-01810,錡,奇,釒,金,16,4,0,0,-417.5625
EDGE-03365,殘,戔,歹,歹,16,4,0,0,-422.5
EDGE-01596,眸,牟,目,目,16,4,0,1,-423.75
EDGE-04975,苙,立,艹,艸,8,4,0,0,-426.625
EDGE-04899,踽,禹,𧾷,足,8,4,0,0,-428.875
EDGE-03866,幢,童,巾,巾,16,4,0,0,-432.0625
EDGE-00943,榕,容,木,木,16,4,0,0,-432.875
EDGE-05182,鍛,段,釒,金,8,4,0,0,-434.625
EDGE-02774,圜,睘,囗,囗,8,4,0,0,-447.875
EDGE-01337,葷,軍,艹,艸,8,4,0,0,-451.5
EDGE-05998,钁,矍,釒,金,8,4,0,0,-456.875
EDGE-02432,鞅,央,革,革,16,4,0,0,-463.5
EDGE-02433,鴦,央,鳥,鳥,16,4,0,0,-464.5625
EDGE-06045,緋,非,糸,糸,16,4,0,0,-464.9375
EDGE-02392,軑,大,車,車,8,4,0,0,-467.25
EDGE-05400,荼,余,艹,艸,8,4,0,0,-469.75
EDGE-01355,指,旨,扌,手,16,4,0,0,-472.6875
EDGE-00338,野,予,里,里,16,4,0,0,-479.375
EDGE-01543,柚,由,木,木,16,4,0,0,-487.8125
EDGE-06048,菲,非,艹,艸,8,4,0,0,-490.75
EDGE-02536,翣,妾,羽,羽,8,4,0,0,-500.625
EDGE-05499,膜,莫,肉,肉,16,4,0,0,-500.6875
EDGE-00619,笮,乍,竹,竹,8,4,0,0,-503.625
EDGE-01944,洺,名,氵,水,8,4,0,0,-507.375
EDGE-05217,顳,聶,頁,頁,8,4,0,0,-507.875
EDGE-06186,礱,龍,石,石,16,4,0,0,-509.25
EDGE-04130,餼,氣,飠,食,8,4,0,0,-510.375
EDGE-06005,憔,焦,忄,心,8,4,0,0,-510.375
EDGE-01912,頜,合,頁,頁,8,4,0,0,-510.5
EDGE-05831,鏈,連,釒,金,16,4,0,0,-516.8125
EDGE-05919,鯉,里,魚,魚,16,4,0,0,-517.5625
EDGE-05240,瑤,䍃,王,玉,16,4,0,0,-519.375
EDGE-01750,琚,居,王,玉,8,4,0,0,-528.125
EDGE-01380,砦,此,石,石,8,4,0,0,-529.25
EDGE-01040,韝,冓,韋,韋,8,4,0,0,-536.25
EDGE-04542,簿,溥,竹,竹,16,4,0,0,-536.75
EDGE-02372,鴛,夗,鳥,鳥,16,4,0,0,-537.375
EDGE-02649,演,寅,氵,水,8,4,0,0,-538.125
EDGE-00147,荍,收,艹,艸,8,4,0,0,-540.125
EDGE-04400,拔,犮,扌,手,16,4,0,0,-540.8125
EDGE-05079,嶧,睪,山,山,8,4,0,0,-547.125
EDGE-02403,添,忝,氵,水,16,4,0,0,-549.25
EDGE-06170,偵,貞,亻,人,16,4,0,0,-552.0
EDGE-03122,軒,干,車,車,16,4,0,0,-563.375
EDGE-04650,湑,胥,氵,水,8,4,0,0,-570.5
EDGE-04770,湘,相,氵,水,16,4,0,0,-577.5
EDGE-02364,碗,宛,石,石,16,4,0,0,-584.5625
EDGE-02997,梲,兌,木,木,8,4,0,0,-589.0
EDGE-03766,簪,朁,竹,竹,16,4,0,0,-589.625
EDGE-00608,作,乍,亻,人,16,4,0,0,-599.875
EDGE-02909,控,空,扌,手,16,4,0,0,-606.8125
EDGE-04708,橙,登,木,木,16,4,0,0,-608.75
EDGE-02980,梭,夋,木,木,16,4,0,0,-611.6875
EDGE-02723,趙,肖,走,走,16,4,0,0,-618.625
EDGE-01450,杵,午,木,木,16,4,0,0,-622.625
EDGE-05923,倀,長,亻,人,16,4,0,0,-625.9375
EDGE-02189,杜,土,木,木,16,4,0,0,-628.3125
EDGE-05989,確,隺,石,石,8,4,0,0,-630.125
EDGE-05542,灘,難,氵,水,8,4,0,0,-635.0
EDGE-04255,讌,燕,言,言,8,4,0,0,-635.25
EDGE-05442,蕡,賁,艹,艸,8,4,0,0,-640.25
EDGE-01765,糊,胡,米,米,16,4,0,0,-647.0625
EDGE-04447,觚,瓜,角,角,8,4,0,0,-650.875
EDGE-04345,稀,希,禾,禾,16,4,0,0,-655.4375
EDGE-02920,槓,貢,木,木,16,4,0,0,-667.6875
EDGE-02296,褻,埶,衣,衣,8,4,0,0,-673.25
EDGE-01100,鵬,朋,鳥,鳥,16,4,0,0,-675.6875
EDGE-01736,扣,口,扌,手,8,4,0,0,-678.75
EDGE-04762,埴,直,土,土,8,4,0,0,-681.125
EDGE-00912,櫝,𧶠,木,木,16,4,0,0,-689.0
EDGE-03457,翅,支,羽,羽,16,4,0,1,-690.5625
EDGE-02116,圍,韋,囗,囗,8,4,0,0,-694.25
EDGE-00669,論,侖,言,言,16,4,0,0,-697.625
EDGE-00748,玩,元,王,玉,16,4,0,0,-700.5
EDGE-01098,硼,朋,石,石,16,4,0,0,-701.375
EDGE-02851,塑,朔,土,土,16,4,0,0,-702.5625
EDGE-04019,証,正,言,言,16,4,0,0,-704.8125
EDGE-01632,囿,有,囗,囗,8,4,0,0,-705.875
EDGE-03553,祊,方,礻,示,8,4,0,0,-713.875
EDGE-01362,脂,旨,肉,肉,16,4,0,0,-717.375
EDGE-02718,硝,肖,石,石,16,4,0,0,-719.25
EDGE-01226,肋,力,肉,肉,16,4,0,0,-723.4375
EDGE-03678,湯,昜,氵,水,16,4,0,0,-725.25
EDGE-06136,餽,鬼,飠,食,16,4,0,0,-729.3125
EDGE-04418,厭,猒,厂,厂,8,4,0,0,-730.375
EDGE-00129,怦,平,忄,心,16,4,0,0,-733.125
EDGE-04208,談,炎,言,言,16,4,0,0,-738.8125
EDGE-01352,貨,化,貝,貝,16,4,0,0,-741.3125
EDGE-00300,札,乙,木,木,16,4,0,0,-743.375
EDGE-01139,沼,召,氵,水,16,4,0,0,-754.5
EDGE-03704,緹,是,糸,糸,16,4,0,0,-760.75
EDGE-01524,洮,兆,氵,水,8,4,0,0,-777.875
EDGE-03961,糜,麻,米,米,16,4,0,0,-791.9375
EDGE-05476,僕,菐,亻,人,16,4,0,0,-796.25
EDGE-05529,襪,蔑,衤,衣,8,4,0,0,-799.75
EDGE-03803,抹,末,扌,手,8,4,0,0,-817.125
EDGE-00362,汙,于,氵,水,16,4,0,0,-827.0
EDGE-06105,滈,高,氵,水,8,4,0,0,-828.625
EDGE-04577,柙,甲,木,木,16,4,0,0,-832.375
EDGE-02903,江,工,氵,水,16,4,0,0,-835.5625
EDGE-05422,搬,般,扌,手,8,4,0,0,-840.875
EDGE-05779,璧,辟,玉,玉,16,4,0,0,-849.5625
EDGE-03849,漱,欶,氵,水,16,4,0,0,-850.375
EDGE-00259,褫,虒,衤,衣,8,4,0,0,-853.5
EDGE-06171,幀,貞,巾,巾,16,4,0,0,-853.9375
EDGE-03847,嗽,欶,口,口,16,4,0,0,-866.5625
EDGE-01552,軸,由,車,車,16,4,0,0,-874.8125
EDGE-03590,赭,者,赤,赤,16,4,0,0,-890.5625
EDGE-01514,點,占,黑,黑,16,4,0,0,-891.0
EDGE-05370,韜,舀,韋,韋,16,4,0,0,-899.875
EDGE-05961,堆,隹,土,土,16,4,0,0,-916.4375
EDGE-00389,芸,云,艹,艸,8,4,0,0,-918.0
EDGE-05055,綱,岡,糸,糸,16,4,0,0,-925.625
EDGE-05092,羲,義,兮,兮,16,4,0,0,-927.5625
EDGE-00998,帽,冒,巾,巾,16,4,0,0,-927.625
EDGE-00859,倆,兩,亻,人,8,4,0,0,-929.75
EDGE-04006,址,止,土,土,8,4,0,0,-932.25
EDGE-04191,胱,光,肉,肉,16,4,0,0,-936.75
EDGE-04175,礦,廣,石,石,16,4,0,0,-943.375
EDGE-00350,瓷,次,瓦,瓦,16,4,0,0,-944.375
EDGE-03740,慢,曼,忄,心,16,4,0,0,-947.1875
EDGE-06130,槐,鬼,木,木,16,4,0,0,-954.9375
EDGE-04326,腑,府,肉,肉,16,4,0,0,-958.8125
EDGE-04804,衢,瞿,行,行,16,4,0,0,-963.875
EDGE-03860,重,東,壬,壬,16,4,0,0,-978.125
EDGE-02401,吞,天,口,口,16,4,0,0,-992.75
EDGE-02815,飩,屯,飠,食,16,4,0,0,-996.0625
EDGE-02907,空,工,穴,穴,16,4,0,0,-1003.5
EDGE-05096,蟻,義,虫,虫,16,4,0,0,-1017.375
EDGE-03541,房,方,戶,戶,16,4,0,0,-1037.75
EDGE-05588,濁,蜀,氵,水,16,4,0,0,-1043.375
EDGE-02477,雞,奚,隹,隹,8,4,0,0,-1043.5
EDGE-02781,薳,遠,艹,艸,8,4,0,0,-1047.375
EDGE-04902,偶,禺,亻,人,16,4,0,0,-1058.25
EDGE-05742,讚,贊,言,言,8,4,0,0,-1066.75
EDGE-03213,蚓,引,虫,虫,8,4,0,0,-1071.0
EDGE-02799,睫,疌,目,目,8,4,0,0,-1089.125
EDGE-00808,喝,曷,口,口,16,4,0,0,-1099.125
EDGE-02492,蓻,執,艹,艸,8,4,0,0,-1114.375
EDGE-02513,絮,如,糸,糸,16,4,0,0,-1146.5625
EDGE-05931,萇,長,艹,艸,8,4,0,0,-1173.25
EDGE-00826,蝎,曷,虫,虫,8,4,0,0,-1194.625
EDGE-01350,花,化,艹,艸,8,4,0,0,-1228.125
EDGE-03807,靺,末,革,革,8,4,0,0,-1269.0
EDGE-05436,墳,賁,土,土,16,4,0,0,-1280.5625
EDGE-04801,氍,瞿,毛,毛,8,4,0,0,-1282.75
EDGE-03245,溺,弱,氵,水,8,4,0,0,-1330.375
EDGE-02025,綢,周,糸,糸,16,4,0,0,-1331.8125
EDGE-01317,笏,勿,竹,竹,16,4,0,0,-1353.6875
EDGE-00779,鮸,免,魚,魚,8,4,0,0,-1354.5
EDGE-02610,蛇,它,虫,虫,16,4,0,0,-1354.625
EDGE-03792,犛,𠩺,牛,牛,8,4,0,0,-1366.25
EDGE-04680,慴,習,忄,心,8,4,0,0,-1378.375
EDGE-05890,鐇,番,釒,金,8,4,0,0,-1401.5
EDGE-02405,蚕,天,虫,虫,8,4,0,0,-1415.5
EDGE-03254,緣,彖,糸,糸,16,4,0,0,-1430.4375
EDGE-04763,植,直,木,木,8,4,0,0,-1432.875
EDGE-05596,髑,蜀,骨,骨,8,4,0,0,-1435.625
EDGE-00728,鹼,僉,鹵,鹵,16,4,0,0,-1525.375
EDGE-04474,性,生,忄,心,16,4,0,0,-1547.3125
EDGE-02772,猿,袁,犭,犬,8,4,0,0,-1641.875
EDGE-01683,袂,夬,衤,衣,8,4,0,0,-1723.875
EDGE-06077,媽,馬,女,女,8,4,0,0,-1734.75
EDGE-02081,蟬,單,虫,虫,16,4,0,0,-1870.875
EDGE-03810,怵,朮,忄,心,8,4,0,0,-1942.5
EDGE-03291,佖,必,亻,人,4,3,0,0,2578.0
EDGE-05523,韄,蒦,革,革,4,3,0,0,1750.25
EDGE-05954,靆,逮,雲,雲,4,3,0,0,1635.25
EDGE-02398,肒,丸,肉,肉,4,3,0,0,1614.25
EDGE-02079,繟,單,糸,糸,4,3,0,0,1550.75
EDGE-01714,黀,取,麻,麻,4,3,0,0,1376.5
EDGE-03012,佁,台,亻,人,4,3,0,0,1220.5
EDGE-01715,齱,取,齒,齒,4,3,0,1,1127.5
EDGE-01090,倗,朋,亻,人,4,3,0,0,1108.75
EDGE-00898,蜙,松,虫,虫,4,3,0,0,1039.5
EDGE-06058,緬,面,糸,糸,4,3,0,0,997.0
EDGE-01695,腏,叕,肉,肉,4,3,0,0,965.0
EDGE-03359,祴,戒,礻,示,4,3,0,0,950.5
EDGE-00786,觬,兒,角,角,4,3,0,0,898.5
EDGE-01309,鈞,勻,釒,金,4,3,0,0,817.0
EDGE-02092,幧,喿,巾,巾,4,3,0,0,813.5
EDGE-05572,鬳,䖈,鬲,鬲,4,3,0,0,783.75
EDGE-02156,欭,因,欠,欠,4,3,0,0,778.5
EDGE-03175,僔,尊,亻,人,4,3,0,0,775.5
EDGE-02911,涳,空,氵,水,4,3,0,0,761.5
EDGE-01358,榰,耆,木,木,4,3,0,0,751.75
EDGE-04654,厥,欮,厂,厂,8,3,0,0,745.875
EDGE-05707,襐,象,衤,衣,4,3,0,0,727.5
EDGE-04836,噊,矞,口,口,4,3,0,0,702.5
EDGE-01676,瑵,蚤,王,玉,4,3,0,0,693.5
EDGE-03072,鄨,敝,邑,邑,4,3,0,0,689.75
EDGE-00171,俸,奉,亻,人,8,3,0,0,666.75
EDGE-05151,緛,耎,糸,糸,4,3,0,0,635.0
EDGE-04835,劀,矞,刂,刀,4,3,0,0,628.0
EDGE-03672,崵,昜,山,山,4,3,0,0,610.0
EDGE-00563,酓,今,酉,酉,4,3,0,0,606.75
EDGE-04742,齸,益,齒,齒,4,3,0,0,606.5
EDGE-03993,瞴,無,目,目,4,3,0,0,603.25
EDGE-00979,磏,兼,石,石,4,3,0,0,598.5
EDGE-04013,碇,定,石,石,8,3,0,0,594.5
EDGE-04194,倓,炎,亻,人,4,3,0,0,594.0
EDGE-04639,讄,畾,言,言,4,3,0,0,585.5
EDGE-01405,啅,卓,口,口,4,3,0,0,578.5
EDGE-01124,窋,出,穴,穴,4,3,0,0,574.5
EDGE-04176,穬,廣,禾,禾,4,3,0,0,572.25
EDGE-05805,鷐,晨,鳥,鳥,4,3,0,0,571.5
EDGE-05357,僓,貴,亻,人,4,3,0,0,551.5
EDGE-00987,鼸,兼,鼠,鼠,4,3,0,0,541.25
EDGE-01446,御,卸,彳,彳,4,3,0,0,537.75
EDGE-00942,傛,容,亻,人,4,3,0,0,537.25
EDGE-02091,劋,喿,刂,刀,4,3,0,0,537.0
EDGE-06124,鷊,鬲,鳥,鳥,4,3,0,0,536.0
EDGE-00352,絘,次,糸,糸,4,3,0,0,533.25
EDGE-03180,繜,尊,糸,糸,4,3,0,0,527.0
EDGE-01950,缿,后,缶,缶,4,3,0,0,501.5
EDGE-02634,婠,官,女,女,4,3,0,0,491.5
EDGE-05099,鸃,義,鳥,鳥,4,3,0,0,486.0
EDGE-02990,鵔,夋,鳥,鳥,4,3,0,0,476.5
EDGE-00255,榹,虒,木,木,4,3,0,0,475.5
EDGE-05157,剬,耑,刂,刀,4,3,0,0,466.5
EDGE-01903,榙,荅,木,木,4,3,0,0,455.5
EDGE-03357,悈,戒,忄,心,4,3,0,0,454.5
EDGE-03401,鑯,韱,釒,金,4,3,0,0,449.25
EDGE-04091,忯,氏,忄,心,4,3,0,0,447.5
EDGE-05360,簣,貴,竹,竹,4,3,0,0,444.0
EDGE-00707,鶾,倝,鳥,鳥,4,3,0,0,433.75
EDGE-01501,煔,占,炎,炎,4,3,0,0,427.25
EDGE-01749,椐,居,木,木,4,3,0,0,418.5
EDGE-01066,榠,冥,木,木,4,3,0,0,404.75
EDGE-02422,姎,央,女,女,4,3,0,0,401.0
EDGE-00955,谻,谷,丮,丮,4,3,0,0,399.75
EDGE-04402,祓,犮,礻,示,8,3,0,0,399.75
EDGE-02922,桏,邛,木,木,4,3,0,0,394.25
EDGE-06102,藃,歊,艹,艸,4,3,0,0,394.25
EDGE-00137,拯,丞,扌,手,4,3,0,0,385.25
EDGE-03436,胅,失,肉,肉,4,3,0,0,382.5
EDGE-05806,祳,辰,礻,示,4,3,0,0,380.75
EDGE-04132,芞,气,艹,艸,4,3,0,0,379.25
EDGE-02787,緀,妻,糸,糸,4,3,0,0,375.0
EDGE-02419,芺,夭,艹,艸,4,3,0,0,357.0
EDGE-04824,煣,柔,火,火,8,3,0,0,352.125
EDGE-02578,捊,孚,扌,手,4,3,0,0,347.75
EDGE-01480,錍,卑,釒,金,4,3,0,0,335.0
EDGE-03576,櫡,箸,木,木,4,3,0,0,332.25
EDGE-04153,涾,沓,氵,水,4,3,0,0,329.5
EDGE-01304,馰,勺,馬,馬,4,3,0,0,328.75
EDGE-02055,麙,咸,鹿,鹿,4,3,0,0,321.0
EDGE-05071,唴,羌,口,口,4,3,0,0,289.75
EDGE-02905,瓨,工,瓦,瓦,4,3,0,0,287.75
EDGE-05980,蜼,隹,虫,虫,4,3,0,0,283.5
EDGE-02936,粔,巨,米,米,8,3,0,0,277.125
EDGE-05706,潒,象,氵,水,4,3,0,0,276.75
EDGE-02014,蜈,吳,虫,虫,8,3,0,0,271.625
EDGE-05134,嬥,翟,女,女,4,3,0,0,269.75
EDGE-02635,悹,官,心,心,4,3,0,0,268.5
EDGE-06012,鐎,焦,釒,金,4,3,0,0,260.0
EDGE-02206,筳,廷,竹,竹,4,3,0,0,258.5
EDGE-02475,豯,奚,豕,豕,4,3,0,0,256.75
EDGE-04117,軧,氐,車,車,4,3,0,0,255.25
EDGE-03910,楪,枼,木,木,8,3,0,0,250.5
EDGE-04538,簙,博,竹,竹,4,3,0,0,249.75
EDGE-04886,狋,示,犭,犬,4,3,0,0,247.5
EDGE-03234,蕛,梯,艹,艸,4,3,0,0,243.25
EDGE-00138,烝,丞,灬,火,4,3,0,0,235.75
EDGE-04177,纊,廣,糸,糸,8,3,0,0,234.0
EDGE-02038,綹,咎,糸,糸,8,3,0,0,230.5
EDGE-02676,蛶,寽,虫,虫,4,3,0,0,228.5
EDGE-05426,鞶,般,革,革,8,3,0,0,223.0
EDGE-05409,駼,余,馬,馬,4,3,0,0,221.0
EDGE-02031,錭,周,釒,金,4,3,0,0,219.5
EDGE-04815,霿,瞀,雨,雨,4,3,0,0,213.75
EDGE-03200,隿,弋,隹,隹,4,3,0,0,211.75
EDGE-02583,稃,孚,禾,禾,8,3,0,0,204.5
EDGE-00140,脀,丞,⺝,肉,4,3,0,0,203.5
EDGE-03002,裞,兌,衤,衣,4,3,0,0,197.75
EDGE-04093,汦,氏,氵,水,4,3,0,0,197.5
EDGE-05799,侲,辰,亻,人,4,3,0,0,191.25
EDGE-03021,瓵,台,瓦,瓦,4,3,0,0,190.25
EDGE-02335,殪,壹,歹,歹,8,3,0,0,189.5
EDGE-03744,獌,曼,犭,犬,4,3,0,0,187.75
EDGE-04851,黳,殹,黑,黑,4,3,0,0,187.5
EDGE-04962,磿,厤,石,石,4,3,0,0,182.5
EDGE-02478,騱,奚,馬,馬,4,3,0,0,180.5
EDGE-00546,棯,念,木,木,8,3,0,0,178.5
EDGE-01624,噈,就,口,口,4,3,0,0,169.5
EDGE-03030,鈶,台,釒,金,4,3,0,0,168.0
EDGE-00151,觓,丩,角,角,4,3,0,0,167.75
EDGE-05090,嶬,義,山,山,4,3,0,0,166.75
EDGE-01566,蛫,危,虫,虫,4,3,0,0,163.0
EDGE-00952,螸,欲,虫,虫,4,3,0,0,159.75
EDGE-03464,鬾,支,鬼,鬼,4,3,0,0,157.75
EDGE-03514,蘄,斤,蕇,蕇,4,3,0,0,155.0
EDGE-01667,汳,反,氵,水,4,3,0,0,150.5
EDGE-03796,菋,味,艹,艸,4,3,0,0,143.0
EDGE-03622,炟,旦,火,火,4,3,0,0,139.25
EDGE-00803,芮,內,艹,艸,8,3,0,0,136.125
EDGE-05180,碫,段,石,石,4,3,0,0,131.0
EDGE-01308,袀,勻,衤,衣,4,3,0,0,129.75
EDGE-04319,爝,爵,火,火,4,3,0,0,117.0
EDGE-02039,鯦,咎,魚,魚,4,3,0,0,115.0
EDGE-05022,藄,綦,艹,艸,8,3,0,0,113.25
EDGE-04139,覛,𠂢,見,見,4,3,0,0,107.5
EDGE-00456,魧,亢,魚,魚,4,3,0,0,107.25
EDGE-01832,挌,各,扌,手,8,3,0,0,106.375
EDGE-04242,壎,熏,土,土,8,3,0,0,106.25
EDGE-00286,輑,君,車,車,4,3,0,0,93.5
EDGE-01861,鮥,各,魚,魚,4,3,0,0,86.5
EDGE-03872,犝,童,牜,牛,4,3,0,0,80.5
EDGE-05053,棡,岡,木,木,8,3,0,0,73.875
EDGE-01307,荺,均,艹,艸,4,3,0,0,65.0
EDGE-05144,蠗,翟,虫,虫,4,3,0,0,61.5
EDGE-03090,蒂,帝,艹,艸,8,3,0,0,56.0
EDGE-02109,蘠,牆,艹,艸,4,3,0,0,51.75
EDGE-01535,鮡,兆,魚,魚,4,3,0,0,49.75
EDGE-04471,鍖,甚,釒,金,4,3,0,0,48.75
EDGE-03989,鱳,樂,魚,魚,4,3,0,0,46.5
EDGE-01844,貉,各,豸,豸,8,3,0,0,45.25
EDGE-00948,鰫,容,魚,魚,4,3,0,0,44.25
EDGE-00100,蒩,租,艹,艸,4,3,0,0,33.5
EDGE-00015,晟,成,日,日,8,3,0,0,33.0
EDGE-03294,蔤,密,艹,艸,4,3,0,0,32.25
EDGE-00887,汃,八,氵,水,4,3,0,0,30.0
EDGE-01549,苖,由,艹,艸,4,3,0,0,24.5
EDGE-05465,箬,若,竹,竹,8,3,0,0,24.25
EDGE-04244,纁,熏,糸,糸,8,3,0,0,15.0
EDGE-01268,斪,句,斤,斤,4,3,0,0,8.75
EDGE-05317,荎,至,艹,艸,4,3,0,0,8.75
EDGE-05884,羳,番,羊,羊,4,3,0,0,8.0
EDGE-00938,輂,共,車,車,4,3,0,0,7.75
EDGE-03551,汸,方,氵,水,4,3,0,0,6.0
EDGE-05448,犓,芻,牜,牛,4,3,0,0,2.75
EDGE-00702,榦,倝,木,木,16,3,0,0,-1.6875
EDGE-04302,菠,波,艹,艸,8,3,0,0,-2.5
EDGE-02050,葴,咸,艹,艸,4,3,0,0,-5.5
EDGE-04347,莃,希,艹,艸,4,3,0,0,-6.5
EDGE-05054,犅,岡,牜,牛,4,3,0,0,-13.5
EDGE-05766,梓,辛,木,木,4,3,0,0,-17.5
EDGE-03356,鵝,我,鳥,鳥,16,3,0,0,-19.5625
EDGE-02347,崚,夌,山,山,8,3,0,0,-24.5
EDGE-02381,茤,多,艹,艸,4,3,0,0,-28.25
EDGE-01911,韐,合,韋,韋,8,3,0,0,-29.625
EDGE-00187,搳,害,扌,手,8,3,0,0,-34.875
EDGE-04648,揟,胥,扌,手,4,3,0,0,-35.5
EDGE-05283,洎,自,氵,水,4,3,0,0,-37.0
EDGE-04677,貊,百,豸,豸,8,3,0,0,-40.625
